Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Age_Group,Income_Tier,Churn_Risk,Customer_Value_Segment,Family_Status,Marital_Status_Label,Education_Level_Label,Tenure_Segment,Main_Product_Category,MntTotal_Calculated,Total_Campaigns_Accepted,Campaign_Engagement,First_Accepted_Campaign
73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,30,2372,0,1,0,0,0,0,0,1,0,0,1446,1265,1,Young Adult (<30),High Income,Active (0-30d),Gold Spender,No Children,Married,Graduation,New Member,Wines,1627,1,Occasional Responder,Campaign 1
61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,62,2840,0,1,0,0,0,0,0,1,0,0,950,798,0,Elderly (>60),Medium Income,At-Risk (31-60d),Gold Spender,Small Family (1 Kid),Married,Graduation,Long-term Member,Wines,1102,0,Never Accepted,No Acceptance
31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,56,2183,0,1,0,0,0,0,0,0,0,1,16,15,0,Senior (46-60),Low Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Married,PhD,New Member,Wines,17,0,Never Accepted,No Acceptance
80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,48,2564,0,1,0,0,0,0,0,1,0,0,1610,1530,3,Senior (46-60),High Income,At-Risk (31-60d),Gold Spender,Small Family (1 Kid),Married,Graduation,Established,Wines,1690,3,Campaign Enthusiast,Campaign 1
75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,67,2695,0,1,0,0,0,0,0,1,0,0,1313,1236,0,Elderly (>60),High Income,Inactive (>60d),Gold Spender,Small Family (1 Kid),Married,Graduation,Long-term Member,Wines,1390,0,Never Accepted,No Acceptance
67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,32,2826,0,1,0,0,0,0,0,0,0,1,1954,1782,0,Middle-Aged (31-45),High Income,Inactive (>60d),Gold Spender,No Children,Married,PhD,Long-term Member,Wines,2126,0,Never Accepted,No Acceptance
65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,51,2767,0,0,0,1,0,0,0,0,1,0,1461,1391,0,Senior (46-60),High Income,At-Risk (31-60d),Gold Spender,Small Family (1 Kid),Together,Master,Long-term Member,Wines,1531,0,Never Accepted,No Acceptance
31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,45,2445,0,0,1,0,0,0,0,0,1,0,51,38,0,Middle-Aged (31-45),Low Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Single,Master,Established,MeatProducts,64,0,Never Accepted,No Acceptance
29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0,35,2404,0,0,1,0,0,0,0,1,0,0,15,4,0,Middle-Aged (31-45),Low Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Single,Graduation,Established,GoldProds,26,0,Never Accepted,No Acceptance
26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,62,2804,0,0,0,1,0,1,0,0,0,0,185,160,0,Elderly (>60),Low Income,Inactive (>60d),Silver Spender,No Children,Together,2n Cycle,Long-term Member,MeatProducts,210,0,Never Accepted,No Acceptance
75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,53,2828,0,0,0,1,0,0,0,1,0,0,1118,1088,0,Senior (46-60),High Income,Inactive (>60d),Gold Spender,Large Family (>1 Kid),Together,Graduation,Long-term Member,Wines,1148,0,Never Accepted,No Acceptance
30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,46,2783,0,0,1,0,0,0,0,0,0,1,32,31,0,Senior (46-60),Low Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Single,PhD,Long-term Member,Wines,33,0,Never Accepted,No Acceptance
63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,59,2780,0,0,0,1,0,0,0,0,0,1,1080,1059,1,Senior (46-60),High Income,At-Risk (31-60d),Gold Spender,Small Family (1 Kid),Together,PhD,Long-term Member,Wines,1101,1,Occasional Responder,Campaign 4
45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0,56,2774,0,0,1,0,0,0,0,1,0,0,310,298,0,Senior (46-60),Medium Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Single,Graduation,Long-term Member,Wines,322,0,Never Accepted,No Acceptance
18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,56,2549,0,0,1,0,0,0,0,1,0,0,34,24,0,Senior (46-60),Low Income,Inactive (>60d),Bronze Spender,Large Family (>1 Kid),Single,Graduation,Established,Wines,44,0,Never Accepted,No Acceptance
40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,63,2362,0,0,1,0,0,0,0,0,0,1,15,13,0,Elderly (>60),Medium Income,Active (0-30d),Bronze Spender,Large Family (>1 Kid),Single,PhD,New Member,Wines,17,0,Never Accepted,No Acceptance
15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,41,2786,1,0,0,0,0,0,0,1,0,0,18,5,1,Middle-Aged (31-45),Low Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Divorced,Graduation,Long-term Member,GoldProds,31,1,Occasional Responder,Campaign 3
69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,52,2562,1,0,0,0,0,0,0,0,0,1,821,797,0,Senior (46-60),High Income,At-Risk (31-60d),Gold Spender,Large Family (>1 Kid),Divorced,PhD,Established,Wines,845,0,Never Accepted,No Acceptance
44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,50,2171,0,1,0,0,0,0,0,0,1,0,268,261,0,Senior (46-60),Medium Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Married,Master,New Member,Wines,275,0,Never Accepted,No Acceptance
37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,42,2742,0,1,0,0,0,0,0,0,0,1,20,15,0,Middle-Aged (31-45),Low Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Married,PhD,Long-term Member,Wines,25,0,Never Accepted,No Acceptance
43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,68,2670,0,0,0,1,0,0,0,0,1,0,255,235,0,Elderly (>60),Medium Income,Active (0-30d),Silver Spender,Large Family (>1 Kid),Together,Master,Long-term Member,Wines,275,0,Never Accepted,No Acceptance
38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,54,2631,0,1,0,0,0,0,0,0,1,0,70,50,0,Senior (46-60),Low Income,Active (0-30d),Bronze Spender,Large Family (>1 Kid),Married,Master,Long-term Member,Wines,90,0,Never Accepted,No Acceptance
80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,57,2162,0,1,0,0,0,0,0,1,0,0,1254,1013,1,Senior (46-60),High Income,At-Risk (31-60d),Gold Spender,No Children,Married,Graduation,New Member,Wines,1495,1,Occasional Responder,Campaign 3
38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,50,2781,0,1,0,0,0,0,0,0,0,1,115,46,1,Senior (46-60),Low Income,Inactive (>60d),Silver Spender,Large Family (>1 Kid),Married,PhD,Long-term Member,Wines,184,1,Occasional Responder,Campaign 3
72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,50,2534,0,1,0,0,0,0,0,1,0,0,865,749,0,Senior (46-60),High Income,Active (0-30d),Gold Spender,No Children,Married,Graduation,Established,MeatProducts,981,0,Never Accepted,No Acceptance
22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,50,2427,0,0,0,1,0,0,0,1,0,0,46,25,0,Senior (46-60),Low Income,Active (0-30d),Bronze Spender,Small Family (1 Kid),Together,Graduation,Established,GoldProds,67,0,Never Accepted,No Acceptance
69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,67,2804,0,0,1,0,0,0,0,1,0,0,1489,1343,0,Elderly (>60),High Income,At-Risk (31-60d),Gold Spender,No Children,Single,Graduation,Long-term Member,Wines,1635,0,Never Accepted,No Acceptance
31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,37,2260,0,0,1,0,0,0,0,0,1,0,54,48,0,Middle-Aged (31-45),Low Income,Active (0-30d),Bronze Spender,Small Family (1 Kid),Single,Master,New Member,MeatProducts,60,0,Never Accepted,No Acceptance
61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,45,2304,0,0,0,1,0,0,0,0,0,1,218,205,0,Middle-Aged (31-45),Medium Income,Active (0-30d),Silver Spender,Small Family (1 Kid),Together,PhD,New Member,Wines,231,0,Never Accepted,No Acceptance
29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,60,2243,0,1,0,0,0,0,0,1,0,0,44,40,0,Senior (46-60),Low Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Married,Graduation,New Member,MeatProducts,48,0,Never Accepted,No Acceptance
33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,57,2667,1,0,0,0,0,0,0,1,0,0,89,79,0,Senior (46-60),Low Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Divorced,Graduation,Long-term Member,MeatProducts,99,0,Never Accepted,No Acceptance
66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,57,2445,0,0,0,1,0,0,0,0,0,1,763,756,0,Senior (46-60),High Income,Inactive (>60d),Gold Spender,Small Family (1 Kid),Together,PhD,Established,Wines,770,0,Never Accepted,No Acceptance
60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,64,2687,0,0,1,0,0,0,0,1,0,0,795,633,0,Elderly (>60),Medium Income,At-Risk (31-60d),Gold Spender,No Children,Single,Graduation,Long-term Member,MeatProducts,957,0,Never Accepted,No Acceptance
77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,39,2219,0,0,0,1,0,0,0,0,1,0,803,788,0,Middle-Aged (31-45),High Income,Active (0-30d),Gold Spender,No Children,Together,Master,New Member,MeatProducts,818,0,Never Accepted,No Acceptance
69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,34,2612,0,0,1,0,0,0,0,0,0,1,871,817,1,Middle-Aged (31-45),High Income,Active (0-30d),Gold Spender,No Children,Single,PhD,Established,MeatProducts,925,1,Occasional Responder,Campaign 1
63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,52,2593,1,0,0,0,0,0,0,0,1,0,777,646,0,Senior (46-60),High Income,Inactive (>60d),Gold Spender,Small Family (1 Kid),Divorced,Master,Established,Wines,908,0,Never Accepted,No Acceptance
24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,39,2662,0,1,0,0,0,0,1,0,0,0,85,68,0,Middle-Aged (31-45),Low Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Married,Basic,Long-term Member,FishProducts,102,0,Never Accepted,No Acceptance
51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,44,2771,0,0,0,1,0,0,0,1,0,0,394,212,0,Middle-Aged (31-45),Medium Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Together,Graduation,Long-term Member,Wines,576,0,Never Accepted,No Acceptance
37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,74,2826,0,0,0,1,0,0,0,1,0,0,289,261,0,Elderly (>60),Low Income,Active (0-30d),Silver Spender,No Children,Together,Graduation,Long-term Member,FishProducts,317,0,Never Accepted,No Acceptance
65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,46,2279,0,0,0,1,0,0,0,0,0,1,395,329,0,Senior (46-60),High Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Together,PhD,New Member,Wines,461,0,Never Accepted,No Acceptance
44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,45,2232,0,1,0,0,0,0,0,0,1,0,34,31,0,Middle-Aged (31-45),Medium Income,Active (0-30d),Bronze Spender,Large Family (>1 Kid),Married,Master,New Member,Wines,37,0,Never Accepted,No Acceptance
30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,46,2511,0,1,0,0,0,0,0,1,0,0,50,30,0,Senior (46-60),Low Income,Inactive (>60d),Bronze Spender,Small Family (1 Kid),Married,Graduation,Established,MeatProducts,70,0,Never Accepted,No Acceptance
75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,68,2675,0,0,0,1,0,0,0,1,0,0,856,782,0,Elderly (>60),High Income,Active (0-30d),Gold Spender,No Children,Together,Graduation,Long-term Member,Wines,930,0,Never Accepted,No Acceptance
50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,64,2696,0,0,0,1,0,0,0,0,1,0,724,589,0,Elderly (>60),Medium Income,Inactive (>60d),Silver Spender,Large Family (>1 Kid),Together,Master,Long-term Member,Wines,859,0,Never Accepted,No Acceptance
79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,54,2207,0,0,0,0,1,0,0,1,0,0,1450,1422,0,Senior (46-60),High Income,Active (0-30d),Gold Spender,No Children,Widow,Graduation,New Member,MeatProducts,1478,0,Never Accepted,No Acceptance
35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,71,2540,1,0,0,0,0,0,0,0,1,0,339,288,0,Elderly (>60),Low Income,Inactive (>60d),Silver Spender,No Children,Divorced,Master,Established,Wines,390,0,Never Accepted,No Acceptance
32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,36,2519,0,0,0,1,0,1,0,0,0,0,40,28,1,Middle-Aged (31-45),Low Income,Active (0-30d),Bronze Spender,No Children,Together,2n Cycle,Established,Wines,52,1,Occasional Responder,Campaign 3
38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,51,2343,0,0,0,1,0,0,0,1,0,0,123,109,0,Senior (46-60),Low Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Together,Graduation,New Member,MeatProducts,137,0,Never Accepted,No Acceptance
82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,40,2765,0,1,0,0,0,0,0,1,0,0,1716,1513,1,Middle-Aged (31-45),High Income,At-Risk (31-60d),Gold Spender,No Children,Married,Graduation,Long-term Member,Wines,1919,1,Occasional Responder,Campaign 5
16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,49,2324,0,0,0,1,0,0,0,1,0,0,55,42,0,Senior (46-60),Low Income,Inactive (>60d),Bronze Spender,Large Family (>1 Kid),Together,Graduation,New Member,MeatProducts,68,0,Never Accepted,No Acceptance
29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,55,2633,0,0,0,1,0,0,0,1,0,0,17,9,0,Senior (46-60),Low Income,Active (0-30d),Bronze Spender,Large Family (>1 Kid),Together,Graduation,Long-term Member,Wines,25,0,Never Accepted,No Acceptance
55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,68,2834,0,0,0,1,0,0,0,0,1,0,1334,1294,2,Elderly (>60),Medium Income,Inactive (>60d),Gold Spender,Small Family (1 Kid),Together,Master,Long-term Member,Wines,1374,2,Occasional Responder,Campaign 2
35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,32,2638,1,0,0,0,0,1,0,0,0,0,24,16,0,Middle-Aged (31-45),Low Income,Active (0-30d),Bronze Spender,Small Family (1 Kid),Divorced,2n Cycle,Long-term Member,GoldProds,32,0,Never Accepted,No Acceptance
42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,34,2691,0,0,0,1,0,0,0,0,1,0,89,78,0,Middle-Aged (31-45),Medium Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Together,Master,Long-term Member,Wines,100,0,Never Accepted,No Acceptance
68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,38,2692,0,0,1,0,0,0,0,1,0,0,787,749,0,Middle-Aged (31-45),High Income,At-Risk (31-60d),Gold Spender,No Children,Single,Graduation,Long-term Member,Wines,825,0,Never Accepted,No Acceptance
57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,55,2263,1,0,0,0,0,0,0,0,0,1,881,846,1,Senior (46-60),Medium Income,At-Risk (31-60d),Gold Spender,Small Family (1 Kid),Divorced,PhD,New Member,Wines,916,1,Occasional Responder,Campaign 4
35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,62,2233,1,0,0,0,0,0,0,1,0,0,52,42,0,Elderly (>60),Low Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Divorced,Graduation,New Member,Wines,62,0,Never Accepted,No Acceptance
58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,64,2419,0,0,0,1,0,1,0,0,0,0,700,672,0,Elderly (>60),Medium Income,At-Risk (31-60d),Silver Spender,Small Family (1 Kid),Together,2n Cycle,Established,Wines,728,0,Never Accepted,No Acceptance
46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,42,2279,0,1,0,0,0,0,0,0,0,1,90,90,0,Middle-Aged (31-45),Medium Income,Inactive (>60d),Bronze Spender,Small Family (1 Kid),Married,PhD,New Member,MeatProducts,90,0,Never Accepted,No Acceptance
39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,32,2236,0,0,1,0,0,0,0,1,0,0,221,169,0,Middle-Aged (31-45),Low Income,At-Risk (31-60d),Silver Spender,Small Family (1 Kid),Single,Graduation,New Member,MeatProducts,273,0,Never Accepted,No Acceptance
23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,36,2343,0,0,0,1,0,0,0,1,0,0,41,16,0,Middle-Aged (31-45),Low Income,Inactive (>60d),Bronze Spender,Small Family (1 Kid),Together,Graduation,New Member,GoldProds,66,0,Never Accepted,No Acceptance
80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,59,2617,0,1,0,0,0,0,0,0,1,0,1150,1087,1,Senior (46-60),High Income,At-Risk (31-60d),Gold Spender,No Children,Married,Master,Established,Wines,1213,1,Occasional Responder,Campaign 1
27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,54,2808,0,0,0,0,1,0,0,1,0,0,92,77,0,Senior (46-60),Low Income,Inactive (>60d),Silver Spender,No Children,Widow,Graduation,Long-term Member,Fruits,107,0,Never Accepted,No Acceptance
77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,73,2275,0,0,1,0,0,0,0,1,0,0,1146,1135,1,Elderly (>60),High Income,Inactive (>60d),Gold Spender,No Children,Single,Graduation,New Member,Wines,1157,1,Occasional Responder,Campaign 5
64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,56,2451,0,1,0,0,0,0,0,0,1,0,536,526,1,Senior (46-60),High Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Married,Master,Established,Wines,546,1,Occasional Responder,Campaign 4
42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,28,2587,0,0,0,1,0,0,0,0,1,0,226,211,0,Young Adult (<30),Medium Income,Active (0-30d),Silver Spender,No Children,Together,Master,Established,Wines,241,0,Never Accepted,No Acceptance
12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,44,2321,1,0,0,0,0,0,0,1,0,0,36,19,0,Middle-Aged (31-45),Low Income,Inactive (>60d),Bronze Spender,Small Family (1 Kid),Divorced,Graduation,New Member,GoldProds,53,0,Never Accepted,No Acceptance
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,2403,0,1,0,0,0,0,0,1,0,0,35,33,0,Senior (46-60),Low Income,Active (0-30d),Bronze Spender,Large Family (>1 Kid),Married,Graduation,New Member,Wines,37,0,Never Accepted,No Acceptance
70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,44,2667,0,0,1,0,0,0,0,0,1,0,1494,1480,0,Middle-Aged (31-45),High Income,At-Risk (31-60d),Gold Spender,No Children,Single,Master,Long-term Member,Wines,1508,0,Never Accepted,No Acceptance
54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,54,2353,0,1,0,0,0,0,0,1,0,0,218,201,0,Senior (46-60),Medium Income,Active (0-30d),Silver Spender,Large Family (>1 Kid),Married,Graduation,New Member,Wines,235,0,Never Accepted,No Acceptance
28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,64,2269,0,0,0,1,0,0,0,0,1,0,31,30,0,Elderly (>60),Low Income,Inactive (>60d),Bronze Spender,Large Family (>1 Kid),Together,Master,New Member,Wines,32,0,Never Accepted,No Acceptance
40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,48,2494,0,1,0,0,0,0,0,1,0,0,75,48,0,Senior (46-60),Medium Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Married,Graduation,Established,Wines,102,0,Never Accepted,No Acceptance
66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,35,2843,0,0,1,0,0,0,0,1,0,0,351,301,0,Middle-Aged (31-45),High Income,Active (0-30d),Silver Spender,Small Family (1 Kid),Single,Graduation,Long-term Member,MeatProducts,401,0,Never Accepted,No Acceptance
30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,69,2507,0,1,0,0,0,0,0,1,0,0,22,16,0,Elderly (>60),Low Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Married,Graduation,Established,Wines,28,0,Never Accepted,No Acceptance
64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,49,2687,0,1,0,0,0,0,0,1,0,0,603,526,0,Senior (46-60),High Income,Active (0-30d),Silver Spender,Small Family (1 Kid),Married,Graduation,Long-term Member,Wines,680,0,Never Accepted,No Acceptance
34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,46,2522,0,1,0,0,0,0,0,1,0,0,21,12,0,Senior (46-60),Low Income,Inactive (>60d),Bronze Spender,Small Family (1 Kid),Married,Graduation,Established,GoldProds,30,0,Never Accepted,No Acceptance
47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,55,2299,1,0,0,0,0,0,0,0,0,1,19,18,0,Senior (46-60),Medium Income,Active (0-30d),Bronze Spender,Large Family (>1 Kid),Divorced,PhD,New Member,Wines,20,0,Never Accepted,No Acceptance
64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,59,2666,1,0,0,0,0,0,0,0,0,1,1234,1161,0,Senior (46-60),High Income,At-Risk (31-60d),Gold Spender,Small Family (1 Kid),Divorced,PhD,Long-term Member,Wines,1307,0,Never Accepted,No Acceptance
40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,67,2693,0,0,1,0,0,0,0,1,0,0,589,548,0,Elderly (>60),Medium Income,Inactive (>60d),Silver Spender,Small Family (1 Kid),Single,Graduation,Long-term Member,Wines,630,0,Never Accepted,No Acceptance
62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,63,2518,0,1,0,0,0,0,0,1,0,0,1157,1031,0,Elderly (>60),Medium Income,At-Risk (31-60d),Gold Spender,No Children,Married,Graduation,Established,Wines,1283,0,Never Accepted,No Acceptance
14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,44,2521,1,0,0,0,0,0,0,0,0,1,56,47,0,Middle-Aged (31-45),Low Income,At-Risk (31-60d),Bronze Spender,Small Family (1 Kid),Divorced,PhD,Established,MeatProducts,65,0,Never Accepted,No Acceptance
27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,36,2393,0,1,0,0,0,0,0,1,0,0,35,33,0,Middle-Aged (31-45),Low Income,Active (0-30d),Bronze Spender,Small Family (1 Kid),Married,Graduation,New Member,Wines,37,0,Never Accepted,No Acceptance
54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,70,2575,0,1,0,0,0,0,0,0,0,1,38,38,0,Elderly (>60),Medium Income,At-Risk (31-60d),Bronze Spender,Large Family (>1 Kid),Married,PhD,Established,Wines,38,0,Never Accepted,No Acceptance
29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,34,2660,0,0,1,0,0,0,0,0,0,1,149,138,0,Middle-Aged (31-45),Low Income,Active (0-30d),Silver Spender,Small Family (1 Kid),Single,PhD,Long-term Member,Wines,160,0,Never Accepted,No Acceptance
24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,37,2598,0,0,1,0,0,0,0,1,0,0,19,15,0,Middle-Aged (31-45),Low Income,Inactive (>60d),Bronze Spender,Small Family (1 Kid),Single,Graduation,Established,Wines,23,0,Never Accepted,No Acceptance
